Memory Length,4000,
Trigger Level,6.60000e+01,
Source,CH1,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,5.00000e-02,
Vertical Position,0.00000e+00,
Horizontal Units,S,
Horizontal Scale,2.50000e-03,
Horizontal Position,0.0000000e+00,
Horizontal Mode,Main,
Sampling Period,1.00000e-05,
Firmware,V1.14,
Time, ,
Mode,Fast,
Waveform Data,
46,
46,
46,
41,
41,
37,
37,
32,
32,
28,
28,
23,
23,
18,
18,
16,
16,
10,
10,
5,
5,
0,
0,
-3,
-3,
-4,
-4,
-10,
-10,
-12,
-12,
-13,
-13,
-20,
-20,
-20,
-20,
-22,
-22,
-24,
-24,
-29,
-29,
-29,
-29,
-34,
-34,
-34,
-34,
-36,
-36,
-38,
-38,
-40,
-40,
-40,
-40,
-43,
-43,
-42,
-42,
-43,
-43,
-45,
-45,
-44,
-44,
-44,
-44,
-43,
-43,
-42,
-42,
-46,
-46,
-43,
-43,
-45,
-45,
-44,
-44,
-46,
-46,
-47,
-47,
-46,
-46,
-49,
-49,
-47,
-47,
-49,
-49,
-49,
-49,
-50,
-50,
-49,
-49,
-49,
-49,
-48,
-48,
-46,
-46,
-43,
-43,
-42,
-42,
-40,
-40,
-39,
-39,
-34,
-34,
-35,
-35,
-34,
-34,
-31,
-31,
-30,
-30,
-30,
-30,
-31,
-31,
-30,
-30,
-30,
-30,
-30,
-30,
-32,
-32,
-34,
-34,
-34,
-34,
-36,
-36,
-39,
-39,
-39,
-39,
-38,
-38,
-40,
-40,
-42,
-42,
-38,
-38,
-40,
-40,
-41,
-41,
-39,
-39,
-38,
-38,
-36,
-36,
-34,
-34,
-33,
-33,
-29,
-29,
-27,
-27,
-22,
-22,
-20,
-20,
-14,
-14,
-11,
-11,
-6,
-6,
-2,
-2,
0,
0,
2,
2,
6,
6,
6,
6,
9,
9,
9,
9,
10,
10,
9,
9,
10,
10,
9,
9,
9,
9,
8,
8,
8,
8,
5,
5,
5,
5,
5,
5,
3,
3,
0,
0,
5,
5,
2,
2,
3,
3,
4,
4,
4,
4,
7,
7,
8,
8,
12,
12,
11,
11,
12,
12,
14,
14,
17,
17,
19,
19,
19,
19,
22,
22,
25,
25,
27,
27,
30,
30,
31,
31,
34,
34,
34,
34,
38,
38,
38,
38,
40,
40,
40,
40,
43,
43,
42,
42,
45,
45,
48,
48,
48,
48,
51,
51,
55,
55,
57,
57,
58,
58,
61,
61,
60,
60,
66,
66,
70,
70,
73,
73,
75,
75,
78,
78,
82,
82,
83,
83,
86,
86,
88,
88,
91,
91,
90,
90,
92,
92,
92,
92,
91,
