Memory Length,4000,
Trigger Level,6.60000e+01,
Source,CH1,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,5.00000e-02,
Vertical Position,0.00000e+00,
Horizontal Units,S,
Horizontal Scale,2.50000e-03,
Horizontal Position,0.0000000e+00,
Horizontal Mode,Main,
Sampling Period,1.00000e-05,
Firmware,V1.14,
Time, ,
Mode,Fast,
Waveform Data,
-12,
-12,
-12,
-16,
-16,
-14,
-14,
-14,
-14,
-13,
-13,
-14,
-14,
-14,
-14,
-10,
-10,
-11,
-11,
-10,
-10,
-11,
-11,
-8,
-8,
-10,
-10,
-8,
-8,
-7,
-7,
-8,
-8,
-9,
-9,
-6,
-6,
-6,
-6,
-7,
-7,
-5,
-5,
-6,
-6,
-7,
-7,
-8,
-8,
-8,
-8,
-6,
-6,
-8,
-8,
-9,
-9,
-5,
-5,
-4,
-4,
-2,
-2,
0,
0,
3,
3,
2,
2,
4,
4,
1,
1,
4,
4,
4,
4,
7,
7,
5,
5,
6,
6,
5,
5,
5,
5,
5,
5,
3,
3,
3,
3,
1,
1,
0,
0,
-3,
-3,
-4,
-4,
-2,
-2,
-4,
-4,
-3,
-3,
-5,
-5,
-4,
-4,
-5,
-5,
-9,
-9,
-9,
-9,
-8,
-8,
-13,
-13,
-14,
-14,
-16,
-16,
-17,
-17,
-19,
-19,
-19,
-19,
-20,
-20,
-22,
-22,
-21,
-21,
-23,
-23,
-21,
-21,
-21,
-21,
-20,
-20,
-20,
-20,
-19,
-19,
-16,
-16,
-15,
-15,
-12,
-12,
-9,
-9,
-9,
-9,
-5,
-5,
-4,
-4,
-2,
-2,
0,
0,
2,
2,
3,
3,
6,
6,
7,
7,
10,
10,
13,
13,
14,
14,
18,
18,
16,
16,
21,
21,
23,
23,
26,
26,
27,
27,
29,
29,
31,
31,
34,
34,
34,
34,
38,
38,
38,
38,
40,
40,
39,
39,
41,
41,
41,
41,
42,
42,
40,
40,
41,
41,
40,
40,
38,
38,
40,
40,
38,
38,
36,
36,
35,
35,
35,
35,
33,
33,
32,
32,
31,
31,
30,
30,
28,
28,
27,
27,
27,
27,
25,
25,
25,
25,
24,
24,
23,
23,
22,
22,
19,
19,
20,
20,
15,
15,
14,
14,
14,
14,
14,
14,
10,
10,
8,
8,
9,
9,
8,
8,
2,
2,
5,
5,
4,
4,
5,
5,
2,
2,
2,
2,
3,
3,
2,
2,
4,
4,
-1,
-1,
5,
5,
3,
3,
5,
5,
3,
3,
5,
5,
3,
3,
7,
7,
6,
6,
6,
6,
6,
6,
5,
5,
7,
7,
7,
7,
7,
7,
6,
6,
