Memory Length,4000,
Trigger Level,0.00000e+00,
Source,CH1,
Probe,1.0X,
Vertical Units,V,
Vertical Scale,5.00000e-02,
Vertical Position,0.00000e+00,
Horizontal Units,S,
Horizontal Scale,5.00000e-03,
Horizontal Position,0.0000000e+00,
Horizontal Mode,Main,
Sampling Period,2.00000e-05,
Firmware,V1.14,
Time, ,
Mode,Fast,
Waveform Data,
-2,
-2,
-2,
-2,
-2,
-4,
-4,
-6,
-6,
-8,
-8,
-8,
-8,
-10,
-10,
-13,
-13,
-12,
-12,
-13,
-13,
-15,
-15,
-16,
-16,
-17,
-17,
-15,
-15,
-17,
-17,
-17,
-17,
-16,
-16,
-15,
-15,
-14,
-14,
-14,
-14,
-11,
-11,
-7,
-7,
-10,
-10,
-6,
-6,
-5,
-5,
-3,
-3,
3,
3,
2,
2,
5,
5,
6,
6,
9,
9,
10,
10,
13,
13,
13,
13,
12,
12,
12,
12,
14,
14,
14,
14,
13,
13,
11,
11,
11,
11,
8,
8,
6,
6,
2,
2,
1,
1,
-2,
-2,
-3,
-3,
-6,
-6,
-6,
-6,
-6,
-6,
-6,
-6,
-9,
-9,
-9,
-9,
-9,
-9,
-11,
-11,
-9,
-9,
-9,
-9,
-7,
-7,
-6,
-6,
-7,
-7,
-6,
-6,
-7,
-7,
-3,
-3,
-5,
-5,
-3,
-3,
-5,
-5,
-3,
-3,
-3,
-3,
-4,
-4,
-5,
-5,
-3,
-3,
-4,
-4,
-3,
-3,
-3,
-3,
-4,
-4,
-4,
-4,
-3,
-3,
-3,
-3,
-2,
-2,
-1,
-1,
1,
1,
4,
4,
6,
6,
7,
7,
11,
11,
13,
13,
15,
15,
16,
16,
19,
19,
24,
24,
22,
22,
22,
22,
24,
24,
24,
24,
24,
24,
27,
27,
24,
24,
27,
27,
29,
29,
26,
26,
26,
26,
26,
26,
26,
26,
24,
24,
21,
21,
18,
18,
16,
16,
15,
15,
12,
12,
13,
13,
9,
9,
6,
6,
3,
3,
1,
1,
-4,
-4,
-7,
-7,
-7,
-7,
-10,
-10,
-11,
-11,
-13,
-13,
-12,
-12,
-8,
-8,
-8,
-8,
-6,
-6,
-4,
-4,
-2,
-2,
-1,
-1,
1,
1,
6,
6,
5,
5,
7,
7,
8,
8,
7,
7,
8,
8,
5,
5,
3,
3,
5,
5,
1,
1,
-1,
-1,
-3,
-3,
-4,
-4,
-5,
-5,
-7,
-7,
-8,
-8,
-9,
-9,
-10,
-10,
-10,
-10,
-10,
-10,
-10,
-10,
-10,
-10,
-9,
-9,
-8,
-8,
-8,
-8,
-8,
-8,
-7,
-7,
-6,
-6,
-6,
-6,
-5,
-5,
-4,
-4,
-3,
-3,
-2,
-2,
-1,
-1,
1,
1,
4,
4,
3,
3,
7,
7,
9,
9,
10,
10,
13,
13,
15,
15,
18,
18,
20,
20,
21,
21,
23,
23,
26,
26,
29,
29,
30,
30,
33,
33,
37,
37,
38,
38,
42,
42,
45,
45,
48,
48,
49,
49,
50,
50,
52,
52,
52,
52,
52,
52,
53,
53,
52,
52,
51,
51,
49,
49,
46,
46,
44,
44,
40,
40,
37,
37,
34,
34,
30,
30,
24,
24,
20,
20,
14,
14,
14,
14,
11,
11,
9,
9,
6,
6,
5,
5,
4,
4,
5,
5,
2,
2,
2,
2,
2,
2,
4,
4,
5,
5,
6,
6,
4,
4,
6,
6,
6,
6,
5,
5,
4,
4,
4,
4,
3,
3,
0,
0,
-2,
-2,
-7,
-7,
-6,
-6,
-6,
-6,
-8,
-8,
-9,
-9,
-10,
-10,
-8,
-8,
-8,
-8,
-11,
-11,
-10,
-10,
-10,
-10,
-10,
-10,
-8,
-8,
-6,
-6,
-5,
-5,
-3,
-3,
-3,
-3,
-1,
-1,
2,
2,
3,
3,
5,
5,
6,
6,
7,
7,
7,
7,
7,
7,
9,
9,
9,
9,
7,
7,
9,
9,
7,
7,
7,
7,
5,
5,
5,
5,
1,
1,
1,
1,
-1,
-1,
-1,
-1,
-4,
-4,
-3,
-3,
-5,
-5,
-7,
-7,
-8,
-8,
-11,
-11,
-14,
-14,
-13,
-13,
-15,
-15,
-12,
-12,
-13,
-13,
-16,
-16,
-14,
-14,
-17,
-17,
-14,
-14,
-16,
-16,
-15,
-15,
-16,
-16,
-12,
-12,
-11,
-11,
-11,
-11,
-10,
-10,
-7,
-7,
-4,
-4,
-1,
-1,
2,
2,
5,
5,
6,
6,
12,
12,
10,
10,
10,
10,
12,
12,
13,
13,
11,
11,
14,
14,
13,
13,
9,
9,
8,
8,
8,
8,
7,
7,
3,
3,
3,
3,
3,
3,
0,
0,
-2,
-2,
-1,
-1,
-3,
-3,
-3,
-3,
-3,
-3,
-7,
-7,
-9,
-9,
-7,
-7,
-7,
-7,
-6,
-6,
-7,
-7,
-4,
-4,
-5,
-5,
-6,
-6,
-6,
-6,
-4,
-4,
-4,
-4,
-2,
-2,
-2,
-2,
-4,
-4,
-1,
-1,
-3,
-3,
-1,
-1,
-5,
-5,
-7,
-7,
-8,
-8,
-8,
-8,
-6,
-6,
-6,
-6,
-6,
-6,
-4,
-4,
-2,
-2,
-2,
-2,
-1,
-1,
0,
0,
2,
2,
1,
1,
6,
6,
9,
9,
10,
10,
10,
10,
14,
14,
17,
17,
18,
18,
18,
18,
20,
20,
22,
22,
22,
22,
23,
23,
24,
24,
25,
25,
24,
24,
27,
27,
30,
30,
27,
27,
28,
28,
27,
27,
27,
27,
26,
26,
23,
23,
22,
22,
21,
21,
16,
16,
14,
14,
9,
9,
3,
3,
5,
5,
-3,
-3,
-4,
-4,
-6,
-6,
-8,
-8,
-10,
-10,
-10,
-10,
-10,
-10,
-10,
-10,
-10,
-10,
-7,
-7,
-5,
-5,
-4,
-4,
-2,
-2,
-1,
-1,
3,
3,
2,
2,
3,
3,
5,
5,
4,
4,
4,
4,
4,
4,
4,
4,
3,
3,
0,
0,
-1,
-1,
-2,
-2,
-4,
-4,
-4,
-4,
-5,
-5,
-6,
-6,
-8,
-8,
-8,
-8,
-8,
-8,
-9,
-9,
-9,
-9,
-9,
-9,
-9,
-9,
-9,
-9,
-9,
-9,
-10,
-10,
-10,
-10,
-10,
-10,
-9,
-9,
-8,
-8,
-6,
-6,
-6,
-6,
-5,
-5,
-5,
-5,
-3,
-3,
-2,
-2,
0,
0,
1,
1,
3,
3,
5,
5,
7,
7,
8,
8,
11,
11,
13,
13,
14,
14,
16,
16,
19,
19,
20,
20,
24,
24,
26,
26,
29,
29,
32,
32,
35,
35,
38,
38,
42,
42,
45,
45,
49,
49,
50,
50,
52,
52,
54,
54,
53,
53,
54,
54,
54,
54,
53,
53,
52,
52,
49,
49,
46,
46,
44,
44,
40,
40,
35,
35,
31,
31,
28,
28,
25,
25,
22,
22,
20,
20,
15,
15,
12,
12,
12,
12,
9,
9,
9,
9,
9,
9,
9,
9,
9,
9,
10,
10,
10,
10,
12,
12,
10,
10,
6,
6,
8,
8,
8,
8,
5,
5,
6,
6,
2,
2,
2,
2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-2,
-6,
-6,
-8,
-8,
-9,
-9,
-7,
-7,
-12,
-12,
-12,
-12,
-10,
-10,
-10,
-10,
-8,
-8,
-11,
-11,
-7,
-7,
-8,
-8,
-6,
-6,
-4,
-4,
-2,
-2,
0,
0,
-1,
-1,
3,
3,
3,
3,
4,
4,
5,
5,
5,
5,
5,
5,
7,
7,
7,
7,
10,
10,
8,
8,
7,
7,
6,
6,
7,
7,
5,
5,
2,
2,
3,
3,
1,
1,
0,
0,
1,
1,
-1,
-1,
-6,
-6,
-6,
-6,
-4,
-4,
-10,
-10,
-10,
-10,
-11,
-11,
-15,
-15,
-14,
-14,
-15,
-15,
-15,
-15,
-18,
-18,
-18,
-18,
-18,
-18,
-18,
-18,
-20,
-20,
-19,
-19,
-16,
-16,
-13,
-13,
-11,
-11,
-9,
-9,
-7,
-7,
-4,
-4,
-3,
-3,
0,
0,
3,
3,
5,
5,
2,
2,
9,
9,
9,
9,
11,
11,
11,
11,
12,
12,
11,
11,
10,
10,
9,
9,
8,
8,
9,
9,
7,
7,
7,
7,
6,
6,
5,
5,
5,
5,
-2,
-2,
-2,
-2,
-5,
-5,
-6,
-6,
-3,
-3,
-7,
-7,
-7,
-7,
-6,
-6,
-7,
-7,
-4,
-4,
-4,
-4,
0,
0,
-2,
-2,
-2,
-2,
-3,
-3,
-5,
-5,
-2,
-2,
-5,
-5,
-3,
-3,
-3,
-3,
-5,
-5,
-6,
-6,
-8,
-8,
-6,
-6,
-8,
-8,
-7,
-7,
-7,
-7,
-5,
-5,
-7,
-7,
-9,
-9,
-5,
-5,
