t, a, b, c, d, e, f
1.3415e-01, 5, -14, -4, 16, -32, -43
1.3420e-01, 5, -14, -4, 16, -32, -43
1.3425e-01, 5, -15, -4, 16, -31, -41
1.3430e-01, 5, -15, -4, 16, -31, -41
1.3435e-01, 4, -12, -3, 18, -30, -39
1.3440e-01, 4, -12, -3, 18, -30, -39
1.3445e-01, 2, -12, -6, 22, -30, -38
1.3450e-01, 2, -12, -6, 22, -30, -38
1.3455e-01, 1, -10, -3, 22, -29, -36
1.3460e-01, 1, -10, -3, 22, -29, -36
1.3465e-01, 1, -9, -3, 23, -27, -35
1.3470e-01, 1, -9, -3, 23, -27, -35
1.3475e-01, -2, -7, -3, 24, -26, -35
1.3480e-01, -2, -7, -3, 24, -26, -35
1.3485e-01, -3, -5, -3, 26, -25, -34
1.3490e-01, -3, -5, -3, 26, -25, -34
1.3495e-01, -5, -3, 0, 26, -22, -35
1.3500e-01, -5, -3, 0, 26, -22, -35
1.3505e-01, -5, 1, 0, 27, -20, -35
1.3510e-01, -5, 1, 0, 27, -20, -35
1.3515e-01, -7, 1, 1, 27, -19, -34
1.3520e-01, -7, 1, 1, 27, -19, -34
1.3525e-01, -6, 5, 1, 26, -16, -37
1.3530e-01, -6, 5, 1, 26, -16, -37
1.3535e-01, -5, 5, 2, 26, -15, -37
1.3540e-01, -5, 5, 2, 26, -15, -37
1.3545e-01, -6, 8, 4, 27, -13, -39
1.3550e-01, -6, 8, 4, 27, -13, -39
1.3555e-01, -6, 10, 5, 27, -10, -39
1.3560e-01, -6, 10, 5, 27, -10, -39
1.3565e-01, -7, 11, 8, 26, -8, -39
1.3570e-01, -7, 11, 8, 26, -8, -39
1.3575e-01, -7, 11, 6, 28, -6, -39
1.3580e-01, -7, 11, 6, 28, -6, -39
1.3585e-01, -5, 13, 8, 27, -4, -39
1.3590e-01, -5, 13, 8, 27, -4, -39
1.3595e-01, -7, 14, 10, 26, -2, -39
1.3600e-01, -7, 14, 10, 26, -2, -39
1.3605e-01, -10, 14, 11, 27, 1, -37
1.3610e-01, -10, 14, 11, 27, 1, -37
1.3615e-01, -12, 15, 12, 26, 5, -36
1.3620e-01, -12, 15, 12, 26, 5, -36
1.3625e-01, -15, 16, 13, 26, 5, -35
1.3630e-01, -15, 16, 13, 26, 5, -35
1.3635e-01, -14, 15, 13, 25, 7, -32
1.3640e-01, -14, 15, 13, 25, 7, -32
1.3645e-01, -17, 17, 15, 26, 11, -31
1.3650e-01, -17, 17, 15, 26, 11, -31
1.3655e-01, -15, 17, 16, 24, 13, -29
1.3660e-01, -15, 17, 16, 24, 13, -29
1.3665e-01, -19, 18, 17, 24, 14, -28
1.3670e-01, -19, 18, 17, 24, 14, -28
1.3675e-01, -22, 18, 17, 23, 17, -25
1.3680e-01, -22, 18, 17, 23, 17, -25
1.3685e-01, -22, 19, 18, 23, 16, -23
1.3690e-01, -22, 19, 18, 23, 16, -23
1.3695e-01, -21, 21, 18, 22, 19, -22
1.3700e-01, -21, 21, 18, 22, 19, -22
1.3705e-01, -22, 22, 19, 20, 20, -21
1.3710e-01, -22, 22, 19, 20, 20, -21
1.3715e-01, -19, 22, 20, 19, 24, -20
1.3720e-01, -19, 22, 20, 19, 24, -20
1.3725e-01, -19, 23, 18, 19, 23, -19
1.3730e-01, -19, 23, 18, 19, 23, -19
1.3735e-01, -15, 22, 19, 19, 23, -17
1.3740e-01, -15, 22, 19, 19, 23, -17
1.3745e-01, -16, 23, 17, 17, 23, -15
1.3750e-01, -16, 23, 17, 17, 23, -15
1.3755e-01, -14, 23, 17, 18, 24, -15
1.3760e-01, -14, 23, 17, 18, 24, -15
1.3765e-01, -13, 22, 16, 18, 24, -15
1.3770e-01, -13, 22, 16, 18, 24, -15
1.3775e-01, -12, 22, 16, 15, 23, -12
1.3780e-01, -12, 22, 16, 15, 23, -12
1.3785e-01, -11, 22, 15, 14, 23, -13
1.3790e-01, -11, 22, 15, 14, 23, -13
1.3795e-01, -10, 20, 15, 14, 22, -13
1.3800e-01, -10, 20, 15, 14, 22, -13
1.3805e-01, -9, 19, 11, 14, 22, -12
1.3810e-01, -9, 19, 11, 14, 22, -12
1.3815e-01, -8, 20, 9, 14, 20, -10
1.3820e-01, -8, 20, 9, 14, 20, -10
1.3825e-01, -8, 17, 7, 13, 18, -7
1.3830e-01, -8, 17, 7, 13, 18, -7
1.3835e-01, -8, 17, 7, 11, 17, -5
1.3840e-01, -8, 17, 7, 11, 17, -5
1.3845e-01, -7, 17, 5, 10, 16, -5
1.3850e-01, -7, 17, 5, 10, 16, -5
1.3855e-01, -6, 16, 3, 10, 16, -2
1.3860e-01, -6, 16, 3, 10, 16, -2
1.3865e-01, -5, 15, 0, 9, 13, 0
1.3870e-01, -5, 15, 0, 9, 13, 0
1.3875e-01, -4, 13, 1, 9, 11, 5
1.3880e-01, -4, 13, 1, 9, 11, 5
1.3885e-01, -2, 13, -3, 8, 11, 8
1.3890e-01, -2, 13, -3, 8, 11, 8
1.3895e-01, 1, 11, -4, 7, 10, 13
1.3900e-01, 1, 11, -4, 7, 10, 13
1.3905e-01, 2, 10, -8, 6, 10, 20
1.3910e-01, 2, 10, -8, 6, 10, 20
1.3915e-01, 5, 9, -6, 5, 11, 23
1.3920e-01, 5, 9, -6, 5, 11, 23
1.3925e-01, 6, 8, -9, 2, 10, 29
1.3930e-01, 6, 8, -9, 2, 10, 29
1.3935e-01, 8, 8, -10, 1, 9, 35
1.3940e-01, 8, 8, -10, 1, 9, 35
1.3945e-01, 10, 6, -12, 2, 10, 41
1.3950e-01, 10, 6, -12, 2, 10, 41
1.3955e-01, 12, 4, -11, -1, 10, 48
1.3960e-01, 12, 4, -11, -1, 10, 48
1.3965e-01, 16, 2, -12, -3, 10, 52
1.3970e-01, 16, 2, -12, -3, 10, 52
1.3975e-01, 18, 0, -14, -5, 9, 57
1.3980e-01, 18, 0, -14, -5, 9, 57
1.3985e-01, 21, -2, -15, -5, 12, 63
1.3990e-01, 21, -2, -15, -5, 12, 63
1.3995e-01, 21, -3, -13, -5, 11, 69
1.4000e-01, 21, -3, -13, -5, 11, 69
1.4005e-01, 23, -3, -16, -7, 9, 73
1.4010e-01, 23, -3, -16, -7, 9, 73
1.4015e-01, 24, -4, -14, -10, 11, 75
1.4020e-01, 24, -4, -14, -10, 11, 75
1.4025e-01, 25, -7, -13, -9, 9, 80
1.4030e-01, 25, -7, -13, -9, 9, 80
1.4035e-01, 25, -7, -13, -12, 10, 83
1.4040e-01, 25, -7, -13, -12, 10, 83
1.4045e-01, 25, -10, -11, -12, 10, 86
1.4050e-01, 25, -10, -11, -12, 10, 86
1.4055e-01, 26, -11, -11, -11, 9, 89
1.4060e-01, 26, -11, -11, -11, 9, 89
1.4065e-01, 25, -11, -11, -14, 8, 89
1.4070e-01, 25, -11, -11, -14, 8, 89
1.4075e-01, 23, -11, -10, -16, 8, 91
1.4080e-01, 23, -11, -10, -16, 8, 91
1.4085e-01, 24, -13, -9, -16, 8, 92
1.4090e-01, 24, -13, -9, -16, 8, 92
1.4095e-01, 24, -13, -4, -18, 9, 91
1.4100e-01, 24, -13, -4, -18, 9, 91
1.4105e-01, 23, -14, -6, -19, 9, 91
1.4110e-01, 23, -14, -6, -19, 9, 91
1.4115e-01, 24, -14, -4, -17, 9, 89
1.4120e-01, 24, -14, -4, -17, 9, 89
1.4125e-01, 24, -13, -4, -17, 9, 89
1.4130e-01, 24, -13, -4, -17, 9, 89
1.4135e-01, 23, -14, -5, -19, 11, 90
1.4140e-01, 23, -14, -5, -19, 11, 90
1.4145e-01, 23, -13, -2, -16, 12, 87
1.4150e-01, 23, -13, -2, -16, 12, 87
1.4155e-01, 21, -12, 1, -15, 13, 84
1.4160e-01, 21, -12, 1, -15, 13, 84
1.4165e-01, 22, -11, 1, -16, 14, 85
1.4170e-01, 22, -11, 1, -16, 14, 85
1.4175e-01, 19, -9, 3, -17, 14, 81
1.4180e-01, 19, -9, 3, -17, 14, 81
1.4185e-01, 18, -7, 3, -18, 18, 77
1.4190e-01, 18, -7, 3, -18, 18, 77
1.4195e-01, 17, -6, 5, -15, 19, 76
1.4200e-01, 17, -6, 5, -15, 19, 76
1.4205e-01, 15, -3, 5, -15, 19, 74
1.4210e-01, 15, -3, 5, -15, 19, 74
1.4215e-01, 13, 1, 7, -11, 19, 71
1.4220e-01, 13, 1, 7, -11, 19, 71
1.4225e-01, 14, 3, 6, -11, 21, 69
1.4230e-01, 14, 3, 6, -11, 21, 69
1.4235e-01, 13, 5, 8, -11, 22, 67
1.4240e-01, 13, 5, 8, -11, 22, 67
1.4245e-01, 12, 6, 10, -9, 20, 64
1.4250e-01, 12, 6, 10, -9, 20, 64
1.4255e-01, 13, 10, 6, -10, 22, 63
1.4260e-01, 13, 10, 6, -10, 22, 63
1.4265e-01, 13, 9, 7, -5, 20, 61
1.4270e-01, 13, 9, 7, -5, 20, 61
1.4275e-01, 14, 12, 5, -5, 19, 58
1.4280e-01, 14, 12, 5, -5, 19, 58
1.4285e-01, 14, 11, 5, -2, 18, 58
1.4290e-01, 14, 11, 5, -2, 18, 58
1.4295e-01, 14, 12, 6, 0, 17, 57
1.4300e-01, 14, 12, 6, 0, 17, 57
1.4305e-01, 17, 13, 6, 0, 16, 54
1.4310e-01, 17, 13, 6, 0, 16, 54
1.4315e-01, 17, 13, 4, 1, 12, 55
1.4320e-01, 17, 13, 4, 1, 12, 55
1.4325e-01, 16, 13, 6, 4, 11, 54
1.4330e-01, 16, 13, 6, 4, 11, 54
1.4335e-01, 19, 13, 5, 8, 9, 53
1.4340e-01, 19, 13, 5, 8, 9, 53
1.4345e-01, 20, 13, 2, 7, 7, 51
1.4350e-01, 20, 13, 2, 7, 7, 51
1.4355e-01, 18, 12, 2, 8, 3, 47
1.4360e-01, 18, 12, 2, 8, 3, 47
1.4365e-01, 18, 13, 3, 10, 4, 47
1.4370e-01, 18, 13, 3, 10, 4, 47
1.4375e-01, 18, 13, 1, 9, 0, 43
1.4380e-01, 18, 13, 1, 9, 0, 43
1.4385e-01, 18, 13, 1, 12, -2, 42
1.4390e-01, 18, 13, 1, 12, -2, 42
1.4395e-01, 17, 13, -1, 10, -5, 39
1.4400e-01, 17, 13, -1, 10, -5, 39
1.4405e-01, 16, 13, 1, 13, -6, 36
1.4410e-01, 16, 13, 1, 13, -6, 36
1.4415e-01, 16, 14, -1, 15, -8, 31
1.4420e-01, 16, 14, -1, 15, -8, 31
1.4425e-01, 14, 15, -1, 14, -11, 29
1.4430e-01, 14, 15, -1, 14, -11, 29
1.4435e-01, 12, 14, -2, 17, -12, 27
1.4440e-01, 12, 14, -2, 17, -12, 27
1.4445e-01, 10, 15, -3, 15, -10, 23
1.4450e-01, 10, 15, -3, 15, -10, 23
1.4455e-01, 8, 16, -1, 16, -14, 18
1.4460e-01, 8, 16, -1, 16, -14, 18
1.4465e-01, 6, 14, -2, 15, -14, 17
1.4470e-01, 6, 14, -2, 15, -14, 17
1.4475e-01, 5, 17, -1, 17, -16, 13
1.4480e-01, 5, 17, -1, 17, -16, 13
1.4485e-01, 4, 14, -2, 16, -17, 11
1.4490e-01, 4, 14, -2, 16, -17, 11
1.4495e-01, 2, 15, 0, 16, -18, 7
1.4500e-01, 2, 15, 0, 16, -18, 7
1.4505e-01, 2, 16, -1, 16, -17, 2
1.4510e-01, 2, 16, -1, 16, -17, 2
1.4515e-01, 1, 16, 0, 17, -20, 1
1.4520e-01, 1, 16, 0, 17, -20, 1
1.4525e-01, 2, 15, 0, 17, -17, -5
1.4530e-01, 2, 15, 0, 17, -17, -5
1.4535e-01, 2, 16, 0, 17, -19, -8
1.4540e-01, 2, 16, 0, 17, -19, -8
1.4545e-01, 5, 16, 0, 16, -18, -12
1.4550e-01, 5, 16, 0, 16, -18, -12
1.4555e-01, 5, 16, -1, 18, -19, -14
1.4560e-01, 5, 16, -1, 18, -19, -14
1.4565e-01, 6, 16, 2, 18, -18, -17
1.4570e-01, 6, 16, 2, 18, -18, -17
1.4575e-01, 7, 14, 2, 17, -19, -19
1.4580e-01, 7, 14, 2, 17, -19, -19
1.4585e-01, 8, 12, 3, 17, -17, -23
1.4590e-01, 8, 12, 3, 17, -17, -23
1.4595e-01, 9, 11, 5, 15, -20, -23
1.4600e-01, 9, 11, 5, 15, -20, -23
1.4605e-01, 10, 8, 5, 16, -19, -26
1.4610e-01, 10, 8, 5, 16, -19, -26
1.4615e-01, 12, 4, 7, 16, -20, -26
1.4620e-01, 12, 4, 7, 16, -20, -26
1.4625e-01, 11, 5, 7, 16, -21, -25
1.4630e-01, 11, 5, 7, 16, -21, -25
1.4635e-01, 14, 0, 9, 17, -21, -25
1.4640e-01, 14, 0, 9, 17, -21, -25
1.4645e-01, 14, -3, 9, 15, -22, -26
1.4650e-01, 14, -3, 9, 15, -22, -26
1.4655e-01, 12, -4, 9, 13, -22, -23
1.4660e-01, 12, -4, 9, 13, -22, -23
1.4665e-01, 13, -7, 10, 13, -22, -22
1.4670e-01, 13, -7, 10, 13, -22, -22
1.4675e-01, 10, -9, 11, 15, -21, -19
1.4680e-01, 10, -9, 11, 15, -21, -19
1.4685e-01, 10, -12, 10, 15, -21, -18
1.4690e-01, 10, -12, 10, 15, -21, -18
1.4695e-01, 8, -13, 12, 11, -22, -18
1.4700e-01, 8, -13, 12, 11, -22, -18
1.4705e-01, 7, -15, 11, 10, -19, -13
1.4710e-01, 7, -15, 11, 10, -19, -13
1.4715e-01, 6, -15, 10, 11, -24, -12
1.4720e-01, 6, -15, 10, 11, -24, -12
1.4725e-01, 3, -14, 12, 8, -23, -12
1.4730e-01, 3, -14, 12, 8, -23, -12
1.4735e-01, 0, -15, 11, 7, -21, -10
1.4740e-01, 0, -15, 11, 7, -21, -10
1.4745e-01, 2, -13, 10, 10, -22, -13
1.4750e-01, 2, -13, 10, 10, -22, -13
1.4755e-01, 0, -14, 11, 7, -22, -12
1.4760e-01, 0, -14, 11, 7, -22, -12
1.4765e-01, -2, -13, 10, 6, -22, -15
1.4770e-01, -2, -13, 10, 6, -22, -15
1.4775e-01, -3, -13, 9, 6, -22, -16
1.4780e-01, -3, -13, 9, 6, -22, -16
1.4785e-01, -3, -10, 10, 6, -20, -16
1.4790e-01, -3, -10, 10, 6, -20, -16
1.4795e-01, -4, -10, 7, 6, -19, -19
1.4800e-01, -4, -10, 7, 6, -19, -19
1.4805e-01, -5, -9, 7, 5, -18, -21
1.4810e-01, -5, -9, 7, 5, -18, -21
1.4815e-01, -5, -6, 8, 5, -17, -25
1.4820e-01, -5, -6, 8, 5, -17, -25
1.4825e-01, -5, -7, 7, 3, -14, -26
1.4830e-01, -5, -7, 7, 3, -14, -26
1.4835e-01, -6, -2, 5, 2, -14, -29
1.4840e-01, -6, -2, 5, 2, -14, -29
1.4845e-01, -6, 0, 3, 3, -13, -29
1.4850e-01, -6, 0, 3, 3, -13, -29
1.4855e-01, -6, 2, 2, 1, -12, -29
1.4860e-01, -6, 2, 2, 1, -12, -29
1.4865e-01, -5, 2, 2, 2, -8, -27
1.4870e-01, -5, 2, 2, 2, -8, -27
1.4875e-01, -7, 6, 2, -3, -7, -26
1.4880e-01, -7, 6, 2, -3, -7, -26
1.4885e-01, -9, 8, 0, -3, -8, -27
1.4890e-01, -9, 8, 0, -3, -8, -27
1.4895e-01, -8, 9, -3, -6, -7, -26
1.4900e-01, -8, 9, -3, -6, -7, -26
1.4905e-01, -10, 10, -3, -4, -5, -25
1.4910e-01, -10, 10, -3, -4, -5, -25
1.4915e-01, -12, 11, -4, -5, -3, -22
1.4920e-01, -12, 11, -4, -5, -3, -22
1.4925e-01, -13, 13, -7, -6, -2, -21
1.4930e-01, -13, 13, -7, -6, -2, -21
1.4935e-01, -16, 14, -5, -9, -2, -22
1.4940e-01, -16, 14, -5, -9, -2, -22
1.4945e-01, -18, 13, -8, -9, -3, -19
1.4950e-01, -18, 13, -8, -9, -3, -19
1.4955e-01, -19, 16, -8, -10, 1, -17
1.4960e-01, -19, 16, -8, -10, 1, -17
1.4965e-01, -21, 15, -9, -8, 2, -13
1.4970e-01, -21, 15, -9, -8, 2, -13
1.4975e-01, -21, 15, -10, -10, 0, -10
1.4980e-01, -21, 15, -10, -10, 0, -10
1.4985e-01, -19, 16, -10, -8, 0, -6
1.4990e-01, -19, 16, -10, -8, 0, -6
1.4995e-01, -19, 18, -12, -8, 3, -3
1.5000e-01, -19, 18, -12, -8, 3, -3
1.5005e-01, -19, 17, -13, -8, 4, 0
1.5010e-01, -19, 17, -13, -8, 4, 0
1.5015e-01, -18, 19, -13, -7, 5, 3
1.5020e-01, -18, 19, -13, -7, 5, 3
1.5025e-01, -17, 21, -11, -6, 2, 8
1.5030e-01, -17, 21, -11, -6, 2, 8
1.5035e-01, -15, 17, -13, -7, 6, 13
1.5040e-01, -15, 17, -13, -7, 6, 13
1.5045e-01, -14, 21, -13, -4, 7, 17
1.5050e-01, -14, 21, -13, -4, 7, 17
1.5055e-01, -12, 23, -12, -1, 8, 18
1.5060e-01, -12, 23, -12, -1, 8, 18
1.5065e-01, -14, 23, -11, -2, 7, 18
1.5070e-01, -14, 23, -11, -2, 7, 18
1.5075e-01, -10, 24, -11, -1, 10, 22
1.5080e-01, -10, 24, -11, -1, 10, 22
1.5085e-01, -9, 22, -10, 2, 9, 22
1.5090e-01, -9, 22, -10, 2, 9, 22
1.5095e-01, -11, 21, -9, 3, 10, 23
1.5100e-01, -11, 21, -9, 3, 10, 23
1.5105e-01, -9, 22, -8, 3, 10, 23
1.5110e-01, -9, 22, -8, 3, 10, 23
1.5115e-01, -8, 20, -7, 3, 13, 22
1.5120e-01, -8, 20, -7, 3, 13, 22
1.5125e-01, -11, 20, -6, 5, 14, 24
1.5130e-01, -11, 20, -6, 5, 14, 24
1.5135e-01, -8, 18, -4, 9, 15, 23
1.5140e-01, -8, 18, -4, 9, 15, 23
1.5145e-01, -8, 17, -2, 10, 16, 19
1.5150e-01, -8, 17, -2, 10, 16, 19
1.5155e-01, -4, 18, 0, 9, 17, 17
1.5160e-01, -4, 18, 0, 9, 17, 17
1.5165e-01, -5, 18, 1, 12, 19, 13
1.5170e-01, -5, 18, 1, 12, 19, 13
1.5175e-01, -2, 17, 4, 14, 19, 12
1.5180e-01, -2, 17, 4, 14, 19, 12
1.5185e-01, 1, 17, 4, 15, 22, 10
1.5190e-01, 1, 17, 4, 15, 22, 10
1.5195e-01, 0, 16, 8, 17, 21, 10
1.5200e-01, 0, 16, 8, 17, 21, 10
1.5205e-01, 2, 14, 10, 18, 20, 8
1.5210e-01, 2, 14, 10, 18, 20, 8
1.5215e-01, 5, 10, 10, 20, 20, 5
1.5220e-01, 5, 10, 10, 20, 20, 5
1.5225e-01, 9, 12, 14, 22, 24, 7
1.5230e-01, 9, 12, 14, 22, 24, 7
1.5235e-01, 12, 11, 15, 23, 22, 8
1.5240e-01, 12, 11, 15, 23, 22, 8
1.5245e-01, 10, 11, 18, 26, 24, 9
1.5250e-01, 10, 11, 18, 26, 24, 9
1.5255e-01, 13, 9, 19, 25, 23, 11
1.5260e-01, 13, 9, 19, 25, 23, 11
1.5265e-01, 18, 8, 22, 26, 25, 11
1.5270e-01, 18, 8, 22, 26, 25, 11
1.5275e-01, 19, 5, 24, 32, 26, 12
1.5280e-01, 19, 5, 24, 32, 26, 12
1.5285e-01, 19, 5, 25, 27, 22, 13
1.5290e-01, 19, 5, 25, 27, 22, 13
1.5295e-01, 22, 4, 26, 28, 23, 14
1.5300e-01, 22, 4, 26, 28, 23, 14
1.5305e-01, 24, 2, 28, 31, 25, 15
1.5310e-01, 24, 2, 28, 31, 25, 15
1.5315e-01, 23, -2, 29, 29, 26, 17
1.5320e-01, 23, -2, 29, 29, 26, 17
1.5325e-01, 26, -2, 28, 29, 25, 20
1.5330e-01, 26, -2, 28, 29, 25, 20
1.5335e-01, 25, -2, 30, 31, 26, 18
1.5340e-01, 25, -2, 30, 31, 26, 18
1.5345e-01, 25, -5, 31, 31, 25, 22
1.5350e-01, 25, -5, 31, 31, 25, 22
1.5355e-01, 24, -3, 31, 31, 29, 22
1.5360e-01, 24, -3, 31, 31, 29, 22
1.5365e-01, 23, -6, 31, 29, 27, 21
1.5370e-01, 23, -6, 31, 29, 27, 21
1.5375e-01, 24, -8, 32, 28, 31, 23
1.5380e-01, 24, -8, 32, 28, 31, 23
1.5385e-01, 23, -9, 30, 29, 32, 24
1.5390e-01, 23, -9, 30, 29, 32, 24
1.5395e-01, 23, -10, 30, 29, 30, 27
1.5400e-01, 23, -10, 30, 29, 30, 27
1.5405e-01, 24, -12, 30, 28, 32, 30
1.5410e-01, 24, -12, 30, 28, 32, 30
1.5415e-01, 24, -14, 29, 26, 35, 30
1.5420e-01, 24, -14, 29, 26, 35, 30
1.5425e-01, 24, -13, 29, 29, 35, 35
1.5430e-01, 24, -13, 29, 18, 35, 35
1.5435e-01, 21, -15, 30, 25, 34, 36
1.5440e-01, 21, -15, 30, 25, 34, 36
1.5445e-01, 24, -13, 26, 26, 35, 37
1.5450e-01, 24, -13, 26, 26, 35, 37
1.5455e-01, 20, -14, 26, 24, 39, 40
1.5460e-01, 20, -14, 26, 24, 39, 40
1.5465e-01, 19, -14, 26, 21, 41, 42
1.5470e-01, 19, -14, 26, 21, 41, 42
1.5475e-01, 19, -16, 25, 22, 39, 40
1.5480e-01, 19, -16, 25, 22, 39, 40
1.5485e-01, 16, -15, 23, 22, 42, 42
1.5490e-01, 16, -4, 23, 22, 42, 42
1.5495e-01, 14, -13, 22, 19, 44, 43
1.5500e-01, 14, -13, 22, 19, 44, 43
1.5505e-01, 16, -13, 20, 19, 46, 42
1.5510e-01, 16, -13, 20, 19, 46, 42
1.5515e-01, 11, -10, 19, 16, 45, 41
1.5520e-01, 11, -10, 19, 16, 45, 41
1.5525e-01, 14, -6, 19, 16, 46, 40
1.5530e-01, 14, -6, 19, 16, 46, 40
1.5535e-01, 13, -4, 17, 15, 49, 40
1.5540e-01, 13, -4, 17, 15, 49, 40
1.5545e-01, 11, -3, 16, 14, 44, 37
1.5550e-01, 11, -3, 16, 14, 44, 37
1.5555e-01, 12, -1, 16, 11, 46, 34
1.5560e-01, 12, -1, 16, 11, 46, 34
1.5565e-01, 14, 1, 14, 10, 45, 37
1.5570e-01, 14, 1, 14, 10, 45, 37
1.5575e-01, 12, 5, 14, 7, 43, 33
1.5580e-01, 12, 5, 14, 7, 43, 33
1.5585e-01, 15, 9, 14, 7, 42, 31
1.5590e-01, 15, 9, 14, 7, 42, 31
1.5595e-01, 15, 9, 13, 5, 41, 31
1.5600e-01, 15, 9, 13, 5, 41, 31
1.5605e-01, 18, 10, 13, 5, 42, 27
1.5610e-01, 18, 10, 13, 5, 42, 27
1.5615e-01, 16, 12, 14, 5, 39, 26
1.5620e-01, 16, 12, 14, 5, 39, 26
1.5625e-01, 17, 13, 12, 1, 37, 25
1.5630e-01, 17, 13, 12, 1, 37, 25
1.5635e-01, 20, 10, 12, 1, 37, 23
1.5640e-01, 20, 10, 12, 1, 37, 23
1.5645e-01, 18, 14, 13, 1, 41, 22
1.5650e-01, 18, 14, 13, 1, 41, 22
1.5655e-01, 19, 12, 12, -3, 39, 20
1.5660e-01, 19, 12, 12, -3, 39, 20
1.5665e-01, 19, 11, 13, -5, 36, 18
1.5670e-01, 19, 11, 13, -5, 36, 18
1.5675e-01, 18, 12, 13, -6, 35, 17
1.5680e-01, 18, 12, 13, -6, 35, 17
1.5685e-01, 16, 14, 13, -8, 34, 14
1.5690e-01, 16, 14, 13, -8, 34, 14
1.5695e-01, 16, 12, 14, -7, 35, 11
1.5700e-01, 16, 12, 14, -7, 35, 11
1.5705e-01, 16, 13, 14, -11, 31, 9
1.5710e-01, 16, 13, 14, -11, 31, 9
1.5715e-01, 13, 14, 13, -11, 32, 8
1.5720e-01, 13, 14, 13, -11, 32, 8
1.5725e-01, 13, 15, 14, -12, 31, 8
1.5730e-01, 13, 15, 14, -12, 31, 8
1.5735e-01, 10, 13, 13, -15, 29, 5
1.5740e-01, 10, 13, 13, -15, 29, 5
1.5745e-01, 9, 14, 13, -15, 28, 1
1.5750e-01, 9, 14, 13, -15, 28, 1
1.5755e-01, 5, 15, 13, -19, 26, -2
1.5760e-01, 5, 15, 13, -19, 26, -2
1.5765e-01, 5, 14, 14, -19, 23, -3
1.5770e-01, 5, 14, 14, -19, 23, -3
1.5775e-01, 2, 14, 14, -18, 21, -8
1.5780e-01, 2, 14, 14, -18, 21, -8
1.5785e-01, 1, 14, 14, -21, 18, -8
1.5790e-01, 1, 14, 14, -21, 18, -8
1.5795e-01, 3, 15, 14, -23, 16, -11
1.5800e-01, 3, 15, 14, -23, 16, -11
1.5805e-01, 3, 16, 14, -20, 17, -15
1.5810e-01, 3, 16, 14, -20, 17, -15
1.5815e-01, 2, 17, 13, -23, 14, -19
1.5820e-01, 2, 17, 13, -23, 14, -19
1.5825e-01, 1, 16, 13, -23, 11, -20
1.5830e-01, 1, 16, 13, -23, 11, -20
1.5835e-01, 1, 14, 14, -22, 9, -24
1.5840e-01, 1, 14, 14, -22, 9, -24
1.5845e-01, 5, 16, 13, -22, 6, -24
1.5850e-01, 5, 16, 13, -22, 6, -24
1.5855e-01, 2, 15, 12, -23, 2, -29
1.5860e-01, 2, 15, 12, -23, 2, -29
1.5865e-01, 7, 16, 11, -22, 2, -34
1.5870e-01, 7, 16, 11, -22, 2, -34
1.5875e-01, 8, 17, 10, -23, -2, -35
1.5880e-01, 8, 17, 10, -23, -2, -35
1.5885e-01, 10, 16, 10, -20, -5, -38
1.5890e-01, 10, 16, 10, -20, -5, -38
1.5895e-01, 10, 16, 9, -22, -8, -40
1.5900e-01, 10, 16, 9, -22, -8, -40
1.5905e-01, 9, 13, 9, -22, -10, -44
1.5910e-01, 9, 13, 9, -22, -10, -44
1.5915e-01, 10, 12, 7, -20, -12, -45
1.5920e-01, 10, 12, 7, -20, -12, -45
1.5925e-01, 10, 11, 6, -19, -13, -47
1.5930e-01, 10, 11, 6, -19, -13, -47
1.5935e-01, 13, 9, 5, -18, -14, -47
1.5940e-01, 13, 9, 5, -18, -14, -47
1.5945e-01, 12, 6, 4, -14, -17, -51
1.5950e-01, 12, 6, 4, -14, -17, -51
1.5955e-01, 11, 3, 4, -15, -22, -54
1.5960e-01, 11, 3, 4, -15, -22, -54
1.5965e-01, 11, 0, 2, -14, -20, -57
1.5970e-01, 11, 0, 2, -14, -20, -57
1.5975e-01, 10, -1, 2, -10, -22, -56
1.5980e-01, 10, -1, 2, -10, -22, -56
1.5985e-01, 8, -3, 1, -8, -23, -58
1.5990e-01, 8, -3, 1, -8, -23, -58
1.5995e-01, 6, -6, 0, -8, -27, -55
1.6000e-01, 6, -6, 0, -8, -27, -55
1.6005e-01, 6, -7, -1, -4, -27, -61
1.6010e-01, 6, -7, -1, -4, -27, -61
1.6015e-01, 4, -8, -1, 0, -28, -58
1.6020e-01, 4, -8, -1, 0, -28, -58
1.6025e-01, 3, -11, -3, 2, -30, -56
1.6030e-01, 3, -11, -3, 2, -30, -56
1.6035e-01, 2, -11, -3, 3, -32, -55
1.6040e-01, 2, -11, -3, 3, -32, -55
1.6045e-01, 1, -12, -3, 7, -32, -54
1.6050e-01, 1, -12, -3, 7, -32, -54
1.6055e-01, -3, -14, -4, 10, -32, -51
1.6060e-01, -3, -14, -4, 10, -32, -51
1.6065e-01, -3, -15, -4, 12, -33, -49
1.6070e-01, -3, -15, -4, 12, -33, -49
1.6075e-01, -3, -13, -3, 14, -31, -46
1.6080e-01, -3, -13, -3, 14, -31, -46
1.6085e-01, -3, -14, -6, 16, -31, -46
1.6090e-01, -3, -14, -6, 16, -31, -46
1.6095e-01, -6, -14, -6, 16, -30, -41
